vedio_url,comment_user,content,comment_time,like_count,dislike_count,reply_count,post_like_count,post_dislike_count,post_comment_count,CrawlTime
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Julia Salvatore,Maior artista da atualidade ,4 years ago,11,,,120K,,492,1682967046714
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,KGPlz_Dont_Yell,When a song can make you feel something you don't want to and can do it even when you might not ever have that feeling means its a masterpiece.,2 years ago,11,,,120K,,492,1682967047086
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Daniele Silva,Tanto amor por essa música ,4 years ago,4,,,120K,,492,1682967047963
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Robert French,This song so deep i love you beyonce keep up the good work,4 years ago,43,,,120K,,492,1682967048314
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Naiana Brum,Minha preferida de todo o álbum,3 years ago,60,,2,120K,,492,1682967048613
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Arthur Aaron,Amo demais ,3 years ago,6,,,120K,,492,1682967048948
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Jefft Alves,"Ouvindo esse álbum incrível, forte, único. Rainha",2 years ago,5,,,120K,,492,1682967049320
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Karinah Moreira,Intuição....,3 years ago,6,,,120K,,492,1682967049668
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Carlos Manoel,Como eu amo essa música ,4 years ago,6,,1,120K,,492,1682967049998
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Faisal 0606,Listening to the whole album for the first time and I already love this track!,3 years ago,11,,,120K,,492,1682967050249
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Camila Estefani,"Deus do céu, eu tô toda arrepiada ",2 years ago,5,,,120K,,492,1682967050533
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Matheus Alves,Música linda pqp,3 years ago,5,,,120K,,492,1682967050877
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Kamylla Rodrigues,Quanto tempo eu esperei por essa obra aqui MDS ,4 years ago,7,,,120K,,492,1682967051148
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Kayla Elsner,This song and sandcastles got me in tears but I love it,4 years ago (edited),160,,,120K,,492,1682967051446
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Marcela Corrêa,Essa música me traz tantas sensações...,3 years ago,6,,,120K,,492,1682967051742
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Joše Stow,I love the direction you went with this album. It reminds me of my favourite band Stars from Montreal. The songs are really soulful and beautiful ,3 years ago,9,,,120K,,492,1682967052153
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Marcele Costa,Amo essa música que ate me faz chorar...,4 years ago,7,,,120K,,492,1682967052470
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,D. Gonçalves,Obrigado Beyoncé!,4 years ago,6,,,120K,,492,1682967052810
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Tanya Kekercheniy,OMG her voice so magic ,3 years ago,8,,,120K,,492,1682967053089
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Barbie Eletrica,Minha rainha absoluta te amo,3 years ago,4,,,120K,,492,1682967053337
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Lucas Monteiro,chorooooo smp que ouço.. BEYONCÉ VC É A MAIOR....,1 month ago,0,,,120K,,492,1682967053562
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,caique ferreira,Essa música é maravilhosa. Eu só lembro do vma de 2016...,4 years ago,5,,,120K,,492,1682967053838
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,NoCAMERA action MOTIVATION,It's amazing how she turned a song into a beautiful story ,3 years ago,75,,,120K,,492,1682967054536
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Cleidiane Lessa,O álbum lemonade a tirou do estereótipo de cantora pop e a tornou uma lenda',3 months ago,0,,,120K,,492,1682967054866
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,ChaniiLush,This is my first time really taking the time to listen to the full album and this song right here!!! Wow.,1 month ago (edited),2,,,120K,,492,1682967055199
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Andrew Gusttavo,Eu não tenho nem psicológico pra essa música. ,4 years ago,112,,2,120K,,492,1682967055561
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Elias Spencer,You can taste the dishonesty,3 months ago,5,,,120K,,492,1682967055880
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Cory,nothing else ever seems to hurt like the smile on your face.. when it’s only in my memories dont hit me quite the same,4 years ago,267,,,120K,,492,1682967056216
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Adi McVeitty,"This album is for anyone how truly loves and cares. Testament to an individual that wants to make it right and isn't afraid to see herself and lover as they! That is the foundation. In this disposable society,  some things are worth fighting for! And at least at the end of",2 years ago,14,,,120K,,492,1682967056560
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Quarentined Love,Best song in history of music just wish it was longer,3 years ago (edited),32,,,120K,,492,1682967056935
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,adesola oghenekevwe,This undoubtedly is my fav song in this Album ! The album is still a masterpiece q,3 years ago,4,,,120K,,492,1682967057235
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Sarah Bianco,Deusa demais,2 years ago,0,,,120K,,492,1682967057564
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Lollypop,Beautiful melody,2 years ago,7,,,120K,,492,1682967057816
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,ツ,I LOVE THE BEGINNING,3 years ago,12,,1,120K,,492,1682967058160
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,India Miller,😍,3 years ago,2,,,120K,,492,1682967058503
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Lydia MC,Favorite song of this album.,3 years ago,5,,,120K,,492,1682967058664
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Fabian Perez,the perfect song to be in the rain and have coffee and sitting would be fine,2 years ago,5,,,120K,,492,1682967058935
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Erica Reeves,Meu amor por VC é infinito ,2 years ago,1,,,120K,,492,1682967059195
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Cmoni Juliah,"Beyonces legacy will forever go on my love ,",3 years ago,3,,,120K,,492,1682967059523
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Kiera Rae O'Connor,"Just found out I’ve been cheated on for the first time, I also may be pregnant and came straight to this album. Time for some healing.",2 years ago (edited),9,,3,120K,,492,1682967059800
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Kermit,I just weep and love this whole album!!!!,2 years ago,0,,,120K,,492,1682967060077
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Stuart Miles,I love this song so much 1 of favorites ,2 years ago,0,,,120K,,492,1682967060373
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Ay,"I’m very glad they finally put this out on youtube, I have been looking it for too years. ",3 years ago,4,,,120K,,492,1682967061302
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Sign of Watermelon,Lemonade: A,3 years ago,11,,2,120K,,492,1682967061784
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Jose Manuel Martín,My favourite song of all time,4 years ago,4,,,120K,,492,1682967062168
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Hillaryy,I’m still in love with this music! ,3 years ago,10,,,120K,,492,1682967062520
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Will Marley,O mundo da minha vida,4 months ago,1,,,120K,,492,1682967062743
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Eduardo Merino,Thank You Goddess Beyoncé for releasing the album on spotify ,4 years ago,16,,,120K,,492,1682967062981
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Hick Medeiros,Amoooooo,4 years ago,1,,,120K,,492,1682967063195
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Desiree Johnson,Finally!!! I bought this album the first day it came out...,3 years ago,2,,,120K,,492,1682967063364
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Egypt Hampton,this one communicates with my soul,3 months ago,1,,,120K,,492,1682967063559
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Mid-Size Sedan,I feel like this is her best album.,2 years ago,11,,,120K,,492,1682967063788
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,f3 ll,This album deserves grammy so much,2 years ago,0,,,120K,,492,1682967064020
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,RONNIE,This song reminds me of my favorite cousin that passed away ,1 month ago,1,,,120K,,492,1682967064391
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Jade Borba,Amoooo,2 years ago,1,,,120K,,492,1682967064749
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,🐙ate that up,This song makes me so emotional knowing my best friend that I did Alot for it no longer is my best friend..she lied she was toxic I had to let go,2 months ago,2,,1,120K,,492,1682967065144
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Polo Lee-James,"Shoutout Kevin Garrett, absolutely beautiful song whether its B or Kevin who performs I end up in shambles",3 years ago,5,,,120K,,492,1682967065555
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Ellie count,such a good album.,2 years ago,0,,,120K,,492,1682967065901
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,ilyy ed,Amo,3 years ago,1,,,120K,,492,1682967066239
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Green Scorpion,This is amazing music ever,3 years ago,2,,,120K,,492,1682967066588
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Thalita Alexandre,It's amazing ,3 years ago,0,,,120K,,492,1682967066870
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,R'keria Davis,I get chills at ,3 years ago,1,,,120K,,492,1682967067143
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Black King,Finally listening to the whole album,3 years ago,3,,,120K,,492,1682967067980
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Andrew Holland,Amazing song,3 years ago,0,,,120K,,492,1682967068205
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Allany Suellen,What a deep album,2 years ago,1,,,120K,,492,1682967068418
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Leonel,This is one of the most beutiful  songs beyonce has,3 years ago,6,,,120K,,492,1682967068569
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Dominique Henson,The realist song she ever made...,2 years ago,1,,,120K,,492,1682967068766
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,ceez,Her best album I kno every single song and I couldn't believe I knew all if them without lookin,1 month ago,2,,,120K,,492,1682967069054
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Louis Anônimo,Que vício,4 years ago,1,,,120K,,492,1682967069361
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Nomfundo Mzobe,Lemonade ,3 years ago,4,,,120K,,492,1682967069758
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Chris Kim,Didn't get the Grammy but getting peer recognition when Adele gave her flowers was worth way more. Sign of a true goat is when you become your favorite artists favorite artist.,2 weeks ago,0,,,120K,,492,1682967070174
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,the flower of passion,MASTERPIECE MASTERPIECE MASTERPIECE MASTERPIECE MASTERPIECE MASTERPIECE,3 years ago (edited),383,,3,120K,,492,1682967070503
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Welp,So hauntingly melodic ugh her MIND,3 years ago,11,,,120K,,492,1682967070806
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Queen Slim Clérmont,INTUITION ,3 years ago,267,,6,120K,,492,1682967071227
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,petty Nicolee,OMGGGGGGGG I LOVE THIS!!!! ,4 years ago,8,,,120K,,492,1682967071597
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,kamya janae,I listen to thus song on repeat every morning o woke up in the middle of the night a started singing,4 years ago,11,,,120K,,492,1682967072007
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,An Nguyen,so beautiful!,3 years ago,0,,,120K,,492,1682967072363
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Veah me,This really hurt when u miss someone,4 months ago,2,,,120K,,492,1682967072784
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Sign of Watermelon,"perfection has import,Lemonade",3 years ago,1,,,120K,,492,1682967073216
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,K.Kalyss,This is like the best song to listen to when you have to drive like HOURS like from Iowa to Mississippi,2 years ago,1,,,120K,,492,1682967073628
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Monty Rast,I LOVE U BEYONCE,2 years ago,1,,,120K,,492,1682967073976
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Catarine Aquino,Te amo dms mulher,3 years ago,3,,,120K,,492,1682967074326
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,ilyy ed,Queeeeen ,3 years ago,2,,,120K,,492,1682967075315
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Anson Blakely,I've been avoiding this song just now listening to touches me deeply ,4 months ago,0,,,120K,,492,1682967075799
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Tae 7,Best Album opener of all time,4 months ago,2,,,120K,,492,1682967076293
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,ZodiacPluto,I can't help but to think if her iconic M,4 years ago,175,,,120K,,492,1682967076672
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Daniel Miño,this is art,2 years ago,0,,,120K,,492,1682967077038
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Jayy Mitchell,1:30,3 months ago,0,,,120K,,492,1682967077418
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,hande aykan,For Me: ,3 years ago,3,,,120K,,492,1682967077894
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Lay S,wow kevin garrett really did that with this song,3 years ago,8,,,120K,,492,1682967078329
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Neer Jain,Guys! I searched up “Queen Bey” and I can only see perfection...,2 years ago,1,,,120K,,492,1682967078726
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Braxton,"Without this album, we wouldn't have the Formation World Tour.",3 years ago,10,,,120K,,492,1682967079067
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,power is everything Power,Lemonade is my favorite album,3 years ago,2,,,120K,,492,1682967079242
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,CanIPleaseGetSomePicklesOnMyBigMac,I don't have to be sad to listen and understand the lyrics,2 years ago,0,,,120K,,492,1682967079427
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Fabio Castillo,"I love ROCK, but LEMONADE is AMAZING",2 years ago,1,,,120K,,492,1682967079653
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Claudia Tran,Put this album on Disney+,2 years ago,1,,,120K,,492,1682967079797
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Gt,First time I heard this beautiful,3 years ago,4,,,120K,,492,1682967079945
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,Diamond Jacobs,Thank u sweet baby Jesus. She just blessed me,4 years ago,5,,,120K,,492,1682967080092
https://www.youtube.com/watch?v=rN-ElZwUADQ&list=OLAK5uy_m9dO997hqyquaE-xTYmZUqhm2pyKbQj-k,J’nya Hudson,THANK YOU ! we needed this,4 years ago,10,,,120K,,492,1682967080297
