,poster,post_date,comment_person,comment,comment_date,hashtags,type,Sentiment
35,beyonce,2022-7-14,Jahn Waites ,omg omg first yes love beyonc,2022-7-14,[],pre-release,Positive
36,beyonce,2022-7-14,SZA FAN PAGE! ,beyonc,2022-7-14,[],pre-release,Neutral
37,beyonce,2022-7-14,TheFoldingLady ,welcome beyonc,2022-7-20,[],pre-release,Positive
38,beyonce,2022-7-14,mamiritta ,cardi always mood,2022-7-14,[],pre-release,Neutral
39,beyonce,2022-7-14,Allison Reese ,omg amber wallin,2022-7-14,[],pre-release,Neutral
40,beyonce,2022-7-14,Xolela Nyama ,queen,2022-7-14,[],pre-release,Neutral
41,beyonce,2022-7-14,RaeShanda Lias-Lockhart ,yes,2022-7-15,[],pre-release,Positive
42,beyonce,2022-7-14,♏️ ,beyonc,2022-7-14,[],pre-release,Neutral
43,beyonce,2022-7-14,VerifiedBeyhive🪩 ,ah beyonce posting,2022-7-14,[],pre-release,Neutral
44,beyonce,2022-7-14,D ,missed opportunity next single drops sleeping,2022-7-14,[],pre-release,Positive
45,beyonce,2022-7-14,pearce taylor ,imagine seeing beyonc mentioned tiktok,2022-7-14,[],pre-release,Neutral
46,beyonce,2022-7-14,ʚɞ ,ah,2022-7-14,[],pre-release,Neutral
47,beyonce,2022-7-14,Masha Allah ,watching everyone video made heart smile much joy present,2022-8-10,[],pre-release,Positive
48,beyonce,2022-7-14,beyoncé fanpage 👑 ,outside beyonc,2022-7-14,[],pre-release,Neutral
49,beyonce,2022-7-14,La thib ,feeling powerfull listening song,2022-7-16,[],pre-release,Positive
50,beyonce,2022-7-14,Jess ,bey tiktok era screaminng,2022-7-14,[],pre-release,Neutral
51,beyonce,2022-7-14,Firenza ,double back video realized beyonc actually posted,2022-7-14,[],pre-release,Neutral
52,beyonce,2022-7-14,Saint Virgil ,history right,2022-7-15,[],pre-release,Neutral
53,beyonce,2022-7-14,Mikaboo ,beyonc,2022-7-14,[],pre-release,Neutral
54,beyonce,2022-7-14,🥛 ,see,2022-7-14,[],pre-release,Neutral
55,beyonce,2022-7-14,socam ,imagine bey posting,2022-7-14,[],pre-release,Neutral
56,beyonce,2022-7-14,Nika Leverett ,love look mutuals,2022-7-14,[],pre-release,Positive
57,beyonce,2022-7-14,Emmanuel Jamir ,beyonc,2022-7-14,[],pre-release,Neutral
58,beyonce,2022-7-14,Emile Ennis Jr. ,yas queen arrived,2022-7-14,[],pre-release,Neutral
59,beyonce,2022-7-14,jabbarlewis ,omg love queen tagging people,2022-7-14,[],pre-release,Positive
60,beyonce,2022-7-14,"simi —style, beauty, lifestyle ",omg,2022-7-14,[],pre-release,Neutral
61,beyonce,2022-7-14,🤪 ,cardii ah,2022-7-14,[],pre-release,Neutral
62,beyonce,2022-7-14,Payten Jewell ,seeing,2022-7-16,[],pre-release,Neutral
63,beyonce,2022-7-14,Furillostar ,ah beyonce thank thank much,2022-7-14,[],pre-release,Positive
64,beyonce,2022-7-14,hannah ,beys first tok,2022-7-14,[],pre-release,Neutral
65,beyonce,2022-7-14,Chantel ,thank bey,2022-7-14,[],pre-release,Positive
66,beyonce,2022-7-14,𝙉𝙅 𝙉𝙟𝙚𝙧𝙞 ,imagine reposted beyoncs page,2022-7-14,[],pre-release,Neutral
67,beyonce,2022-7-14,TikTok for Good ,making queen dreams come true,2022-7-18,[],pre-release,Positive
68,beyonce,2022-7-14,oriaology.🖤 ,beyonc,2022-7-14,[],pre-release,Neutral
69,beyonce,2022-7-14,starla ,make music,2022-7-14,[],pre-release,Neutral
70,beyonce,2022-7-14,CynthiaLeeFontaine ,itsshangela beyonc get halelu yas love,2022-7-29,[],pre-release,Positive
71,beyonce,2022-7-14,Adorexmeli🌹 ,need tik tok actually used beyonc though like engaging videos,2022-7-30,[],pre-release,Positive
72,beyonce,2022-7-14,yeezyslumps ,huh beyonce,2022-7-14,[],pre-release,Neutral
73,beyonce,2022-7-14,Azar Suibian (they/them) ,looking name like beyonc excited era,2022-7-15,[],pre-release,Positive
74,beyonce,2022-7-14,Chynah J ,beys first tik tok,2022-7-14,[],pre-release,Neutral
75,beyonce,2022-7-14,nia ,telling everybody beyonc posted,2022-7-14,[],pre-release,Neutral
76,beyonce,2022-7-14,Fuse ,queen back,2022-7-14,[],pre-release,Neutral
77,beyonce,2022-7-14,thaperfectexample ,iamcardib yes girl,2022-7-14,[],pre-release,Positive
78,beyonce,2022-7-14,Beyhiver 🐝 ,beyonce everybody quiet,2022-7-14,[],pre-release,Neutral
79,beyonce,2022-7-14,nia ,beyonc hii,2022-7-14,[],pre-release,Neutral
80,beyonce,2022-7-14,Tip ,back outside,2022-7-14,[],pre-release,Neutral
81,beyonce,2022-7-14,Wuhryn ,okay,2022-7-14,[],pre-release,Positive
82,beyonce,2022-7-14,Al’ Cast ,omg josh dior congratulations,2022-7-14,[],pre-release,Positive
83,beyonce,2022-7-14,♏️ ,say name say name,2022-7-14,[],pre-release,Neutral
84,beyonce,2022-7-14,Double Minority ,austimus prime omg,2022-7-14,[],pre-release,Neutral
85,beyonce,2022-7-14,ⓟmosses ,cardi voice,2022-7-14,[],pre-release,Neutral
86,beyonce,2022-7-14,ki ,welcome queen,2022-7-14,[],pre-release,Positive
87,beyonce,2022-7-14,ErrakahEnigmatic ,liked shared left comment smiled danced arousement,2022-8-20,[],pre-release,Positive
88,beyonce,2022-7-14,user ,omg beyonc,2022-7-14,[],pre-release,Neutral
89,beyonce,2022-7-14,Sam 🇿🇼🏳️‍🌈 ,write caption literally convulsing omg,2022-7-14,[],pre-release,Neutral
90,beyonce,2022-7-14,Joy ,omg,2022-7-14,[],pre-release,Neutral
91,beyonce,2022-7-14,nina ,hi beyonce love,2022-7-14,[],pre-release,Positive
92,beyonce,2022-7-14,FantasiaTakeover ,song uplifting especially dark moment time like,2022-7-14,[],pre-release,Positive
93,beyonce,2022-7-14,QUINCY ,imagine tagged beyonce,2022-7-14,[],pre-release,Neutral
94,beyonce,2022-7-14,Kahlil ,queen,2022-7-22,[],pre-release,Neutral
95,beyonce,2022-7-14,sapdary ,bey posted,2022-7-14,[],pre-release,Neutral
96,beyonce,2022-7-14,CosmopolitanUK ,yes bey,2022-7-15,[],pre-release,Positive
97,beyonce,2022-7-14,Bryan Hernandez ,yeah bey outside,2022-7-14,[],pre-release,Positive
98,beyonce,2022-7-14,zuzi ,hey,2022-7-14,[],pre-release,Neutral
99,beyonce,2022-7-14,Victoria |Theme Park lifestyle ,cannot believe witnessed beyoncs tik tok era,2022-7-14,[],pre-release,Neutral
100,beyonce,2022-7-14,davismondragon8 ,bop love queen,2022-8-2,[],pre-release,Positive
101,beyonce,2022-7-14,madu! ,girl love much,2022-7-14,[],pre-release,Positive
102,beyonce,2022-7-14,Pandora ,,2022-7-14,[],pre-release,Neutral
103,beyonce,2022-7-14,Beachgem10 ,amber wallin sent,2022-7-15,[],pre-release,Neutral
104,beyonce,2022-7-14,Deezer ,queen tiktok cannot breathe,2022-7-15,[],pre-release,Neutral
105,beyonce,2022-7-14,BIG BOSS LA ,beyonc everything babes,2022-7-29,[],pre-release,Neutral
106,beyonce,2022-7-14,Magnum Ice Cream ,queen b house,2022-7-14,[],pre-release,Neutral
107,beyonce,2022-7-14,Neebabycomedy ,mama make next time,2022-7-14,[],pre-release,Neutral
108,beyonce,2022-7-14,Kris ,early,2022-7-14,[],pre-release,Neutral
109,beyonce,2022-7-14,safaliron ,beyonce,2022-7-14,[],pre-release,Neutral
110,beyonce,2022-7-14,80/20 ,drop music video,2022-7-14,[],pre-release,Negative
111,beyonce,2022-7-14,jessica haufiku ,cardis part,2022-7-29,[],pre-release,Neutral
112,beyonce,2022-7-14,Kam💖 ,love seeing content creators follow video,2022-7-14,[],pre-release,Positive
113,beyonce,2022-7-14,Nathan’s Art ,welcome tiktok,2022-7-14,[],pre-release,Positive
114,beyonce,2022-7-14,Oliver Sims IV ,hello,2022-7-14,[],pre-release,Neutral
115,beyonce,2022-7-14,siriusxm ,beyonce tiktok blessed,2022-7-14,[],pre-release,Positive
116,beyonce,2022-7-14,Jordan Pack ,freaking,2022-7-14,[],pre-release,Negative
117,beyonce,2022-7-14,Christian Shelton ,beyonc,2022-7-14,[],pre-release,Neutral
118,beyonce,2022-7-14,Stream Renaissance ,um welcome queen mv,2022-7-14,[],pre-release,Positive
119,beyonce,2022-7-14,sephj69 ,beyonc omg queen perfect break soul,2022-7-14,[],pre-release,Positive
120,beyonce,2022-7-14,Muse Artisè ,beyonc,2022-7-14,[],pre-release,Neutral
121,beyonce,2022-7-14,Nne ,hear bryan sway,2022-7-14,[],pre-release,Neutral
122,beyonce,2022-7-14,All Things Beyoncé ,beyonc finally used clock app,2022-7-14,[],pre-release,Neutral
123,beyonce,2022-7-14,Oliver Sims IV ,bar last night bms came everybody went crazy,2022-7-14,[],pre-release,Negative
124,beyonce,2022-7-14,O’Neil Thomas ,oh,2022-7-14,[],pre-release,Neutral
125,beyonce,2022-7-14,nef ,beyonc first tiktok,2022-7-14,[],pre-release,Neutral
126,beyonce,2022-7-14,🫶🏾 ,austimus prime cover video,2022-7-14,[],pre-release,Neutral
127,beyonce,2022-7-14,Liam 😛x ,makes happy,2022-7-30,[],pre-release,Positive
128,beyonce,2022-7-14,Rice ,first since want,2022-7-14,[],pre-release,Positive
129,beyonce,2022-7-14,chris ,beyonce,2022-7-14,[],pre-release,Neutral
130,beyonce,2022-7-14,nina ,austimus prime ah,2022-7-14,[],pre-release,Neutral
131,beyonce,2022-7-14,beyoncé fanpage 👑 ,hey girl,2022-7-14,[],pre-release,Neutral
132,beyonce,2022-7-14,Shunty Ringfield ,see girl raregemvibes,2022-7-15,[],pre-release,Neutral
133,beyonce,2022-7-14,kerry ,love put cardi,2022-8-23,[],pre-release,Positive
134,beyonce,2022-7-14,Beyoncé fan page ,hi beyonce,2022-7-14,[],pre-release,Neutral
135,beyonce,2022-7-14,Oludara Adeeyo ,going omg,2022-7-14,[],pre-release,Neutral
136,beyonce,2022-7-14,🤷🏾‍♀️ ,music video right please put queen,2022-7-14,[],pre-release,Positive
137,beyonce,2022-7-14,Erica Nicole ,omg,2022-7-14,[],pre-release,Neutral
138,beyonce,2022-7-14,VEGAMOUR ,welcome queen,2022-7-18,[],pre-release,Positive
139,beyonce,2022-7-14,Beynika4l ,post another tiktok,2022-7-14,[],pre-release,Neutral
140,beyonce,2022-7-14,Creatively La ✨ ,whispers missed mine pinned profile,2022-7-15,[],pre-release,Negative
141,beyonce,2022-7-14,ʎuoɯxıɹɔ∀ ,oh remembered released song,2022-7-14,[],pre-release,Neutral
142,beyonce,2022-7-14,sheshe ,post,2022-7-14,[],pre-release,Neutral
143,beyonce,2022-7-14,Mfumo Bamuza ,welcome tiktok bey,2022-7-14,[],pre-release,Positive
144,beyonce,2022-7-14,bug/amy/nea/Billie ,way bey posted,2022-7-14,[],pre-release,Neutral
145,beyonce,2022-7-14,Astin Mcafee ,girl tiktok,2022-7-14,[],pre-release,Neutral
146,beyonce,2022-7-14,Zero ,ah,2022-7-22,[],pre-release,Neutral
147,beyonce,2022-7-14,Barclays Women's Super League ,queen back,2022-7-14,[],pre-release,Neutral
148,beyonce,2022-7-14,Equinox ,waiting day,2022-7-14,[],pre-release,Neutral
149,beyonce,2022-7-14,Tiana Eyo ,much love,2022-7-28,[],pre-release,Positive
150,beyonce,2022-7-14,... ,first tik tok killed,2022-7-14,[],pre-release,Negative
151,beyonce,2022-7-14,beyoncé fanpage 👑 ,good,2022-7-14,[],pre-release,Positive
152,beyonce,2022-7-14,noirediamonds ,wait minute zachary campbell,2022-7-14,[],pre-release,Neutral
153,beyonce,2022-7-14,JeffreyTheKiddd ,notifications bare good vibes,2022-7-14,[],pre-release,Positive
154,beyonce,2022-7-14,Queen ,fam listening music,2022-7-31,[],pre-release,Neutral
155,beyonce,2022-7-14,Ferran hernandez 🐝👑 ,omg yes b,2022-7-14,[],pre-release,Positive
156,beyonce,2022-7-14,DJ Many ,video lol,2022-7-14,[],pre-release,Positive
157,beyonce,2022-7-14,Kevin ,release video beyonc,2022-7-14,[],pre-release,Neutral
158,beyonce,2022-7-14,Auntie Kimmy ,watching months later twitchs death hits different,2022-12-29,[],pre-release,Negative
159,beyonce,2022-7-14,Nicole Phillips ,come fyp quick ah,2022-7-14,[],pre-release,Neutral
160,beyonce,2022-7-14,August ,cardi oh winning,2022-7-14,[],pre-release,Positive
161,beyonce,2022-7-14,Imagine.. ,love mama bey,2022-7-14,[],pre-release,Positive
162,beyonce,2022-7-14,joseph ,break soul,2022-7-14,[],pre-release,Neutral
163,beyonce,2022-7-14,𝗝 ,ou hey mother beyonce first post,2022-7-14,[],pre-release,Neutral
164,beyonce,2022-7-14,Sojourner Elleby ,girl known would hit two step baby,2022-7-14,[],pre-release,Neutral
165,beyonce,2022-7-14,⚜️RY⚜️ ,cardi,2022-7-14,[],pre-release,Neutral
166,beyonce,2022-7-14,Cooper <3 ,yes cardi,2022-7-14,[],pre-release,Positive
167,beyonce,2022-7-14,Amaria ,remembered password,2022-7-14,[],pre-release,Neutral
168,beyonce,2022-7-14,Jon Castillo ,arrived,2022-7-14,[],pre-release,Neutral
169,beyonce,2022-7-14,Micah Clinkscales ,ariana,2022-7-14,[],pre-release,Neutral
170,beyonce,2022-7-14,Legendary Ballroom 🌙 💫💖 ,cardi zach,2022-7-14,[],pre-release,Neutral
171,beyonce,2022-7-14,Stefani ,early beyonc think,2022-7-14,[],pre-release,Neutral
172,beyonce,2022-7-14,𝓜𝓲𝓴𝓮 ,queen omg,2022-7-14,[],pre-release,Neutral
173,beyonce,2022-7-14,Layla's FANTASY 🤭 ,hey beyonc early,2022-7-14,[],pre-release,Neutral
174,beyonce,2022-7-14,Za’kaya AND Zara✨🤎 ,beyonc posting,2022-7-14,[],pre-release,Neutral
175,beyonce,2022-7-14,vay laine ,way double take posted beyonc,2022-7-14,[],pre-release,Neutral
176,beyonce,2022-7-14,aaryav ,video,2022-7-14,[],pre-release,Neutral
177,beyonce,2022-7-14,Rayan! ,early beyonc,2022-7-14,[],pre-release,Neutral
178,beyonce,2022-7-14,YonceSupport ,love,2022-7-14,[],pre-release,Positive
179,beyonce,2022-7-14,Lynette Chanel ,imagine getting tagged beyonc,2022-7-14,[],pre-release,Neutral
180,beyonce,2022-7-14,Dr. Berry Psychologist Reacts ,amazing thank showing others easy credit original creator,2022-7-15,[],pre-release,Positive
181,beyonce,2022-7-14,Shanice ,omg missed moment brought much joy,2022-7-15,[],pre-release,Positive
182,beyonce,2022-7-14,Selenashines ,really early beyoncs first tiktok post wow,2022-7-14,[],pre-release,Positive
183,beyonce,2022-7-14,Selenashines ,actual post,2022-7-14,[],pre-release,Neutral
184,beyonce,2022-7-14,☆ ,case forgot act outside,2022-7-14,[],pre-release,Neutral
185,beyonce,2022-7-14,It’s MARTHA!! ,tagging people well omg love queen,2022-7-14,[],pre-release,Positive
186,beyonce,2022-7-14,❦. ,music video giselle,2022-7-14,[],pre-release,Neutral
187,beyonce,2022-7-14,Victoria ,ah amazing,2022-7-14,[],pre-release,Positive
188,beyonce,2022-7-14,Zion :) ,ayoaustimus saw omg,2022-7-14,[],pre-release,Neutral
189,beyonce,2022-7-14,the designer junkie😎 ,think cardi renaissance,2022-7-14,[],pre-release,Neutral
190,beyonce,2022-7-14,Rekgotsofetsi Mqakelana ,cardi sent love queen,2022-7-14,[],pre-release,Positive
191,beyonce,2022-7-14,Zine ,oh god cardi,2022-7-14,[],pre-release,Positive
192,beyonce,2022-7-14,💜 ,queen tiktol,2022-7-14,[],pre-release,Neutral
193,beyonce,2022-7-14,Oludara Adeeyo ,beyonc,2022-7-14,[],pre-release,Neutral
194,beyonce,2022-7-14,Pako Katlego Basana ,cardi bi,2022-7-14,[],pre-release,Neutral
195,beyonce,2022-7-14,LLZK ,iamcardib favorite part,2022-7-15,[],pre-release,Positive
196,beyonce,2022-7-14,Lala Safiri ,cardi b part took,2022-7-14,[],pre-release,Neutral
197,beyonce,2022-7-14,venicestears ,omg bey x cardi coming,2022-7-14,[],pre-release,Neutral
198,beyonce,2022-7-14,113chichi ,cardi kills,2022-7-14,[],pre-release,Negative
199,beyonce,2022-7-14,oneofthegworlz ,cardi crying,2022-7-14,[],pre-release,Negative
200,beyonce,2022-7-14,Princess Forever ,queen,2022-7-14,[],pre-release,Neutral
201,beyonce,2022-7-14,zyyy🕸️🕷️ ,cardi screaming,2022-7-14,[],pre-release,Negative
202,beyonce,2022-7-14,ANGEL 💋🤘🏾 ,omfg queen active tok,2022-7-15,[],pre-release,Positive
203,beyonce,2022-7-14,Emiah’s World ,know allbut would put resume featured,2022-7-14,[],pre-release,Neutral
204,beyonce,2022-7-14,🤍🤍 ,cardi b,2022-7-14,[],pre-release,Neutral
205,beyonce,2022-7-14,Elysian ,oh god cardi b,2022-7-14,[],pre-release,Positive
206,beyonce,2022-7-14,Beyoncé🧜🏽‍♂️ ,omg queen,2022-7-14,[],pre-release,Neutral
207,beyonce,2022-7-14,Senah(Bey's wife)🩷 ,come back kids miss,2022-7-14,[],pre-release,Negative
208,beyonce,2022-7-14,UNIQUE ,beyonc,2022-7-14,[],pre-release,Neutral
209,beyonce,2022-7-14,Nachovillasantamaria ,done celebs highlighting us regular folk,2022-7-15,[],pre-release,Neutral
210,beyonce,2022-7-14,𝑮𝒊𝒔𝒆𝒍𝒍𝒆👀 ,come home kids miss,2022-7-15,[],pre-release,Negative
211,beyonce,2022-7-14,BARBZ 🎀 ,queen b,2022-7-14,[],pre-release,Neutral
212,beyonce,2022-7-14,JuhannahLamiah ,imagine getting notification saying beyonc tagged post,2022-7-14,[],pre-release,Neutral
213,beyonce,2022-7-14,👽 THIQUE OPINIONS 👽 ,watching us thie time mother back,2022-7-14,[],pre-release,Neutral
214,beyonce,2022-7-14,anni <3 ,beyonces vibe amazing,2022-7-14,[],pre-release,Positive
215,beyonce,2022-7-14,RaiinbowChiicc ,beyonc inspire many like could never utter bad word queen ever thank much love,2022-9-17,[],pre-release,Positive
216,beyonce,2022-7-14,Lily M. ,cardi,2022-11-1,[],pre-release,Neutral
217,beyonce,2022-7-14,lae lae💘 . ,cardi part,2022-9-25,[],pre-release,Neutral
218,beyonce,2022-7-14,K ,big fan,1d ago ,[],pre-release,Positive
219,beyonce,2022-7-14,Doctor Neket ,beyonce,3d ago ,[],pre-release,Neutral
220,beyonce,2022-7-14,Butterfly ,taking picture whole crew snapped,6-8,[],pre-release,Neutral
221,beyonce,2022-7-14,Happily Ever Crafter Gifts ,seeing twitch wife dancing made sad,6-7,[],pre-release,Negative
222,beyonce,2022-7-14,aj ⭐️ ,every store app commented,6-7,[],pre-release,Neutral
223,beyonce,2022-7-14,Jessica Annice ,twitch,6-2,[],pre-release,Neutral
224,beyonce,2022-7-14,Annajean Hayes ,beyonc beautiful grow like care beautiful like raining real juice,5-31,[],pre-release,Positive
225,beyonce,2022-7-14,Don Bill 750 ,,5-31,[],pre-release,Neutral
226,beyonce,2022-7-14,Hazel.com.LoveGam ,loving,5-30,[],pre-release,Positive
227,beyonce,2022-7-14,🤗Your girl😉 ,dance class,5-27,[],pre-release,Neutral
228,beyonce,2022-7-14,CPOLGamer ,seeing twitch,5-27,[],pre-release,Neutral
229,beyonce,2022-7-14,Denise Cherry ,resist always,5-26,[],pre-release,Neutral
230,beyonce,2022-7-14,Denise Cherry ,really appreciate job congratulations resistncia,5-26,[],pre-release,Positive
231,beyonce,2022-7-14,Denise Cherry ,love sweet friend,5-26,[],pre-release,Positive
232,beyonce,2022-7-14,Denise Cherry ,,5-26,[],pre-release,Neutral
233,beyonce,2022-7-14,Candace ,seeing twitch,5-26,[],pre-release,Neutral
234,beyonce,2022-7-14,kietothecity ,yeah ardi love much omg thank,5-26,[],pre-release,Positive
235,beyonce,2022-7-14,Jessica_Jessi ,wholesome,5-18,[],pre-release,Neutral
236,beyonce,2022-7-14,user8124515803824 ,song makes day,5-17,[],pre-release,Neutral
237,beyonce,2022-7-14,. ,twitch,5-12,[],pre-release,Neutral
238,beyonce,2022-7-14,pamperingmindfulness ,seeing got fking chills beautiful,5-11,[],pre-release,Positive
239,beyonce,2022-7-14,Petu_Babes ,,5-10,[],pre-release,Neutral
240,beyonce,2022-7-14,Yolanda Zibani ,oh wish,5-10,[],pre-release,Positive
241,beyonce,2022-7-14,SkylineForSkys ,james charles lol,5-9,[],pre-release,Positive
242,beyonce,2022-7-14,ቢኒያም (ሰናፍጭ) ,one ethiopian queen last,5-8,[],pre-release,Neutral
243,beyonce,2022-7-14,user24755331864 ,hello beyonce want collaborate new songs,5-7,[],pre-release,Positive
244,beyonce,2022-7-14,SYPHÂ25 ,queen,5-4,[],pre-release,Neutral
245,beyonce,2022-7-14,Lia1715 ,yes better love bey,5-1,[],pre-release,Positive
246,beyonce,2022-7-14,user9957721390700 ,beyonce,4-30,[],pre-release,Neutral
247,beyonce,2022-7-14,michaelsolomo3 ,okay wow shake,4-29,[],pre-release,Positive
248,beyonce,2022-7-14,𝒯𝑜𝒹𝒶𝒽💟 ,beyonc,4-26,[],pre-release,Neutral
249,beyonce,2022-7-14,!! ,let ya hair tiktok letsgetit,4-18,['#letsgetit'],pre-release,Neutral
250,beyonce,2022-7-14,!! ,back outside summer almost ya yes,4-18,[],pre-release,Positive
251,beyonce,2022-7-14,kissou13000 ,beyonc best,4-17,[],pre-release,Positive
252,beyonce,2022-7-14,Angel 😇 ,,4-13,[],pre-release,Neutral
253,beyonce,2022-7-14,Lylish ,watching seeing twitch,3-23,[],pre-release,Neutral
254,beyonce,2022-7-14,Olaomo Tomiwa ,cardi,3-18,[],pre-release,Neutral
255,beyonce,2022-7-14,Queen ,iamcardib yas cardi,3-12,[],pre-release,Neutral
256,beyonce,2022-7-14,Nazareth 🍅 ✝️ ,,3-6,[],pre-release,Neutral
257,beyonce,2022-7-14,Boo ,watch yung pryce song anchor,2-27,[],pre-release,Neutral
258,beyonce,2022-7-14,NawSon ,thought bianca,2-27,[],pre-release,Neutral
259,beyonce,2022-7-14,Tamara ,nicki minaj,2-22,[],pre-release,Neutral
260,beyonce,2022-7-14,Katie laker🦋🦋 ,love beynce,2-13,[],pre-release,Positive
261,beyonce,2022-7-14,Laura ,yeah karel,2-12,[],pre-release,Positive
262,beyonce,2022-7-14,marissagriffitt ,dressed,2-12,[],pre-release,Neutral
263,beyonce,2022-7-14,Jess ,listen every day,2-7,[],pre-release,Neutral
264,beyonce,2022-7-14,Eunice PB2022 ,finest icon beyonce could bring party greatest song,2-7,[],pre-release,Positive
265,beyonce,2022-7-14,$StinaLowkey ,wish could talk personally personal level relating beyonce lovely creation video every word counts,2-6,[],pre-release,Positive
266,beyonce,2022-7-14,Nicole Brown ,love beyonc everything got love cardi,2-6,[],pre-release,Positive
267,beyonce,2022-7-14,Gee 🇿🇦 ,rip twitch,2-2,[],pre-release,Neutral
268,beyonce,2022-7-14,Юрий Бугаев🔥YURIY BUGAYOV🔥 ,super,2-1,[],pre-release,Positive
269,beyonce,2022-7-14,user407366601304 ,,1-31,[],pre-release,Neutral
270,beyonce,2022-7-14,Angelraine ,cardis part,1-30,[],pre-release,Neutral
271,beyonce,2022-7-14,T. marguerite ,,1-30,[],pre-release,Neutral
272,beyonce,2022-7-14,birdbyrd842 ,mom milk,1-28,[],pre-release,Neutral
273,beyonce,2022-7-14,😮‍💨 ,beyonce love,1-26,[],pre-release,Positive
274,beyonce,2022-7-14,shawntae ,saw twitch,1-26,[],pre-release,Neutral
275,beyonce,2022-7-14,Zac Rogen ,need entire cardi video,1-22,[],pre-release,Neutral
276,beyonce,2022-7-14,Apple User372724300 ,drert soon see later today let know done walk bit later today,1-22,[],pre-release,Neutral
277,beyonce,2022-7-14,@Caris💜♈️ ,slay girl slay,1-19,[],pre-release,Neutral
278,beyonce,2022-7-14,Soprettyithurtz ,tim bae look,1-19,[],pre-release,Neutral
279,beyonce,2022-7-14,brittanymcgrue4 ,video mood,1-18,[],pre-release,Neutral
280,beyonce,2022-7-14,Dallas cowgirl ,yes beyonc,1-14,[],pre-release,Positive
281,beyonce,2022-7-14,Christine Copeland ,omg love,1-12,[],pre-release,Positive
282,beyonce,2022-7-14,Danny Baker ,quitting job right,1-11,[],pre-release,Neutral
